Sample,Date,Time,Date Time,C_ppm,Flush,Notes,Day
P4C,11/14/21,1:00 PM,11/14/21 13:00,15543,4,,
P4D,11/14/21,1:00 PM,11/14/21 13:00,14051,4,,
P5A,11/14/21,1:00 PM,11/14/21 13:00,10280,4,,
P5B,11/14/21,1:00 PM,11/14/21 13:00,10476,4,,
P5C,11/14/21,1:00 PM,11/14/21 13:00,10320,4,,
P5D,11/14/21,1:00 PM,11/14/21 13:00,10415,4,,
V1A,11/14/21,1:00 PM,11/14/21 13:00,2641,4,,
V1B,11/14/21,1:00 PM,11/14/21 13:00,2640,4,,
V1C,11/14/21,1:00 PM,11/14/21 13:00,2621,4,,
V1D,11/14/21,1:00 PM,11/14/21 13:00,2596,4,,
V2A,11/14/21,2:00 PM,11/14/21 14:00,15028,4,,
V2B,11/14/21,2:00 PM,11/14/21 14:00,16470,4,,
V2C,11/14/21,2:00 PM,11/14/21 14:00,15723,4,,
V2D,11/14/21,2:00 PM,11/14/21 14:00,16031,4,,
V3A,11/14/21,2:00 PM,11/14/21 14:00,10818,4,,
V3B,11/14/21,2:00 PM,11/14/21 14:00,10710,4,,
V3C,11/14/21,2:00 PM,11/14/21 14:00,10365,4,,
V4A,11/14/21,2:00 PM,11/14/21 14:00,14925,4,,
V4B,11/14/21,2:00 PM,11/14/21 14:00,15692,4,,
V4C,11/14/21,2:00 PM,11/14/21 14:00,19084,4,,
V4D,11/14/21,2:00 PM,11/14/21 14:00,17367,4,,
V5A,11/14/21,2:00 PM,11/14/21 14:00,9320,4,,
V5B,11/14/21,2:00 PM,11/14/21 14:00,9100,4,,
V5C,11/14/21,2:00 PM,11/14/21 14:00,9212,4,,
V5D,11/14/21,2:00 PM,11/14/21 14:00,9417,4,,
CO2 FREE,11/14/21,2:00 PM,11/14/21 14:00,66,4,,
2008,11/14/21,2:00 PM,11/14/21 14:00,2055,4,,
2%,11/14/21,2:00 PM,11/14/21 14:00,16908,4,,
CO2 FREE,11/16/21,3:00 PM,11/16/21 15:00,53,5,,15
2008,11/16/21,3:00 PM,11/16/21 15:00,2106,5,,
2%,11/16/21,3:00 PM,11/16/21 15:00,16899,5,,
P1A,11/16/21,3:00 PM,11/16/21 15:00,587,5,,
P1B,11/16/21,3:00 PM,11/16/21 15:00,569,5,,
P1C,11/16/21,3:00 PM,11/16/21 15:00,549,5,,
P1D,11/16/21,3:00 PM,11/16/21 15:00,548,5,,
P2A,11/16/21,3:00 PM,11/16/21 15:00,984,5,,
P2B,11/16/21,3:00 PM,11/16/21 15:00,1094,5,,
P2C,11/16/21,3:00 PM,11/16/21 15:00,946,5,,
P2D,11/16/21,3:00 PM,11/16/21 15:00,985,5,,
P3A,11/16/21,3:00 PM,11/16/21 15:00,753,5,,
P3B,11/16/21,3:00 PM,11/16/21 15:00,769,5,,
P3C,11/16/21,3:00 PM,11/16/21 15:00,982,5,,
P4A,11/16/21,3:00 PM,11/16/21 15:00,1510,5,,
P4B,11/16/21,3:00 PM,11/16/21 15:00,1499,5,,
P4C,11/16/21,3:00 PM,11/16/21 15:00,1605,5,,
P4D,11/16/21,3:00 PM,11/16/21 15:00,1369,5,,
P5A,11/16/21,3:00 PM,11/16/21 15:00,803,5,,
P5B,11/16/21,3:00 PM,11/16/21 15:00,887,5,,
P5C,11/16/21,3:00 PM,11/16/21 15:00,870,5,,
P5D,11/16/21,3:00 PM,11/16/21 15:00,833,5,,
V1A,11/16/21,4:00 PM,11/16/21 16:00,700,5,,
V1B,11/16/21,4:00 PM,11/16/21 16:00,695,5,,
V1C,11/16/21,4:00 PM,11/16/21 16:00,707,5,,
V1D,11/16/21,4:00 PM,11/16/21 16:00,721,5,,
V2A,11/16/21,4:00 PM,11/16/21 16:00,2019,5,,
V2B,11/16/21,4:00 PM,11/16/21 16:00,2491,5,,
V2C,11/16/21,4:00 PM,11/16/21 16:00,2804,5,,
V2D,11/16/21,4:00 PM,11/16/21 16:00,2891,5,,
V3A,11/16/21,4:00 PM,11/16/21 16:00,1171,5,,
V3B,11/16/21,4:00 PM,11/16/21 16:00,1148,5,,
V3C,11/16/21,4:00 PM,11/16/21 16:00,1106,5,,
V4A,11/16/21,4:00 PM,11/16/21 16:00,1939,5,,
V4B,11/16/21,4:00 PM,11/16/21 16:00,1929,5,,
V4C,11/16/21,4:00 PM,11/16/21 16:00,2274,5,,
V4D,11/16/21,4:00 PM,11/16/21 16:00,2051,5,,
V5A,11/16/21,4:00 PM,11/16/21 16:00,985,5,,
V5B,11/16/21,4:00 PM,11/16/21 16:00,863,5,,
V5C,11/16/21,4:00 PM,11/16/21 16:00,852,5,,
V5D,11/16/21,4:00 PM,11/16/21 16:00,842,5,,
CO2 FREE,11/16/21,4:00 PM,11/16/21 16:00,44,5,,
2008,11/16/21,4:00 PM,11/16/21 16:00,1928,5,,
2%,11/16/21,4:00 PM,11/16/21 16:00,16785,5,,
CO2 FREE,11/17/21,1:40 PM,11/17/21 13:40,33,5,,16
2008,11/17/21,1:40 PM,11/17/21 13:40,1884,5,,
2%,11/17/21,1:40 PM,11/17/21 13:40,16654,5,,
P1A,11/17/21,1:40 PM,11/17/21 13:40,2500,5,,
P1B,11/17/21,1:40 PM,11/17/21 13:40,2342,5,,
P1C,11/17/21,1:40 PM,11/17/21 13:40,2352,5,,
P1D,11/17/21,1:40 PM,11/17/21 13:40,2432,5,,
P2A,11/17/21,1:40 PM,11/17/21 13:40,12814,5,,
P2B,11/17/21,1:40 PM,11/17/21 13:40,13500,5,,
P2C,11/17/21,1:40 PM,11/17/21 13:40,13521,5,,
P2D,11/17/21,1:40 PM,11/17/21 13:40,13378,5,,
P3A,11/17/21,1:40 PM,11/17/21 13:40,7637,5,,
P3B,11/17/21,1:40 PM,11/17/21 13:40,7473,5,,
P3C,11/17/21,1:40 PM,11/17/21 13:40,7536,5,,
P4A,11/17/21,1:40 PM,11/17/21 13:40,13154,5,,
P4B,11/17/21,1:40 PM,11/17/21 13:40,14286,5,,
P4C,11/17/21,1:40 PM,11/17/21 13:40,13536,5,,
P4D,11/17/21,1:40 PM,11/17/21 13:40,12293,5,,
P5A,11/17/21,1:40 PM,11/17/21 13:40,7224,5,,
P5B,11/17/21,1:40 PM,11/17/21 13:40,7330,5,,
P5C,11/17/21,1:40 PM,11/17/21 13:40,7254,5,,
P5D,11/17/21,1:40 PM,11/17/21 13:40,7066,5,,
V1A,11/17/21,2:10 PM,11/17/21 14:10,2384,5,,
V1B,11/17/21,2:10 PM,11/17/21 14:10,2456,5,,
V1C,11/17/21,2:10 PM,11/17/21 14:10,2314,5,,
V1D,11/17/21,2:10 PM,11/17/21 14:10,2265,5,,
V2A,11/17/21,2:10 PM,11/17/21 14:10,15875,5,,
V2B,11/17/21,2:10 PM,11/17/21 14:10,15612,5,,
V2C,11/17/21,2:10 PM,11/17/21 14:10,16702,5,,
V2D,11/17/21,2:10 PM,11/17/21 14:10,17317,5,,
V3A,11/17/21,2:10 PM,11/17/21 14:10,10052,5,,
V3B,11/17/21,2:10 PM,11/17/21 14:10,9734,5,,
V3C,11/17/21,2:10 PM,11/17/21 14:10,9647,5,,
V4A,11/17/21,2:10 PM,11/17/21 14:10,12853,5,,
V4B,11/17/21,2:10 PM,11/17/21 14:10,13476,5,,
V4C,11/17/21,2:10 PM,11/17/21 14:10,15914,5,,
V4D,11/17/21,2:10 PM,11/17/21 14:10,14622,5,,
V5A,11/17/21,2:10 PM,11/17/21 14:10,7205,5,,
V5B,11/17/21,2:10 PM,11/17/21 14:10,6702,5,,
V5C,11/17/21,2:10 PM,11/17/21 14:10,6730,5,,
V5D,11/17/21,2:10 PM,11/17/21 14:10,6962,5,,
CO2 FREE,11/17/21,2:10 PM,11/17/21 14:10,94,5,,
2008,11/17/21,2:10 PM,11/17/21 14:10,2037,5,,
2%,11/17/21,2:10 PM,11/17/21 14:10,16803,5,,
CO2 FREE,11/20/21,1:40 PM,11/20/21 13:40,53,6,,19
2008,11/20/21,1:40 PM,11/20/21 13:40,1924,6,,
2%,11/20/21,1:40 PM,11/20/21 13:40,16443,6,,
P1A,11/20/21,1:40 PM,11/20/21 13:40,575,6,,
P1B,11/20/21,1:40 PM,11/20/21 13:40,544,6,,
P1C,11/20/21,1:40 PM,11/20/21 13:40,550,6,,
P1D,11/20/21,1:40 PM,11/20/21 13:40,546,6,,
P2A,11/20/21,1:40 PM,11/20/21 13:40,889,6,,
P2B,11/20/21,1:40 PM,11/20/21 13:40,1120,6,,
P2C,11/20/21,1:40 PM,11/20/21 13:40,1012,6,,
P2D,11/20/21,1:40 PM,11/20/21 13:40,1135,6,,
P3A,11/20/21,1:40 PM,11/20/21 13:40,665,6,,
P3B,11/20/21,1:40 PM,11/20/21 13:40,666,6,,
P3C,11/20/21,1:40 PM,11/20/21 13:40,660,6,,
P4A,11/20/21,1:40 PM,11/20/21 13:40,1742,6,,
P4B,11/20/21,1:40 PM,11/20/21 13:40,1708,6,,
P4C,11/20/21,1:40 PM,11/20/21 13:40,1787,6,,
P4D,11/20/21,1:40 PM,11/20/21 13:40,1366,6,,
P5A,11/20/21,1:40 PM,11/20/21 13:40,1060,6,,
P5B,11/20/21,1:40 PM,11/20/21 13:40,1073,6,,
P5C,11/20/21,1:40 PM,11/20/21 13:40,1003,6,,
P5D,11/20/21,1:40 PM,11/20/21 13:40,866,6,,
V1A,11/20/21,3:00 PM,11/20/21 15:00,861,6,,
V1B,11/20/21,3:00 PM,11/20/21 15:00,869,6,,
V1C,11/20/21,3:00 PM,11/20/21 15:00,924,6,,
V1D,11/20/21,3:00 PM,11/20/21 15:00,861,6,,
V2A,11/20/21,3:00 PM,11/20/21 15:00,3757,6,,
V2B,11/20/21,3:00 PM,11/20/21 15:00,3714,6,,
V2C,11/20/21,3:00 PM,11/20/21 15:00,4717,6,,
V2D,11/20/21,3:00 PM,11/20/21 15:00,4438,6,,
V3A,11/20/21,3:00 PM,11/20/21 15:00,2229,6,,
V3B,11/20/21,3:00 PM,11/20/21 15:00,2041,6,,
V3C,11/20/21,3:00 PM,11/20/21 15:00,1979,6,,
V4A,11/20/21,3:00 PM,11/20/21 15:00,3617,6,,
V4B,11/20/21,3:00 PM,11/20/21 15:00,3368,6,,
V4C,11/20/21,3:00 PM,11/20/21 15:00,3820,6,,
V4D,11/20/21,3:00 PM,11/20/21 15:00,3299,6,,
V5A,11/20/21,3:00 PM,11/20/21 15:00,1177,6,,
V5B,11/20/21,3:00 PM,11/20/21 15:00,1222,6,,
V5C,11/20/21,3:00 PM,11/20/21 15:00,1125,6,,
V5D,11/20/21,3:00 PM,11/20/21 15:00,1127,6,,
CO2 FREE,11/20/21,3:00 PM,11/20/21 15:00,82,6,,
2008,11/20/21,3:00 PM,11/20/21 15:00,1809,6,,
2%,11/20/21,3:00 PM,11/20/21 15:00,16564,6,,
CO2 FREE,11/21/21,12:15 PM,11/21/21 12:15,24,6,,20
2008,11/21/21,12:15 PM,11/21/21 12:15,1735,6,,
2%,11/21/21,12:15 PM,11/21/21 12:15,16300,6,,
P1A,11/21/21,12:15 PM,11/21/21 12:15,2309,6,,
P1B,11/21/21,12:15 PM,11/21/21 12:15,2250,6,,
P1C,11/21/21,12:15 PM,11/21/21 12:15,2205,6,,
P1D,11/21/21,12:15 PM,11/21/21 12:15,2281,6,,
P2A,11/21/21,12:15 PM,11/21/21 12:15,12203,6,,
P2B,11/21/21,12:15 PM,11/21/21 12:15,12750,6,,
P2C,11/21/21,12:15 PM,11/21/21 12:15,12891,6,,
P2D,11/21/21,12:15 PM,11/21/21 12:15,12726,6,,
P3A,11/21/21,12:15 PM,11/21/21 12:15,6256,6,,
P3B,11/21/21,12:15 PM,11/21/21 12:15,6181,6,,
P3C,11/21/21,12:15 PM,11/21/21 12:15,6065,6,,
P4A,11/21/21,12:15 PM,11/21/21 12:15,12804,6,,
P4B,11/21/21,12:15 PM,11/21/21 12:15,13863,6,,
P4C,11/21/21,12:15 PM,11/21/21 12:15,13050,6,,
P4D,11/21/21,12:15 PM,11/21/21 12:15,11617,6,,
P5A,11/21/21,12:15 PM,11/21/21 12:15,6044,6,,
P5B,11/21/21,12:15 PM,11/21/21 12:15,6042,6,,
P5C,11/21/21,12:15 PM,11/21/21 12:15,5941,6,,
P5D,11/21/21,12:15 PM,11/21/21 12:15,5728,6,,
V1A,11/21/21,1:20 PM,11/21/21 13:20,2253,6,,
V1B,11/21/21,1:20 PM,11/21/21 13:20,2333,6,,
V1C,11/21/21,1:20 PM,11/21/21 13:20,2289,6,,
V1D,11/21/21,1:20 PM,11/21/21 13:20,2215,6,,
V2A,11/21/21,1:20 PM,11/21/21 13:20,17407,6,,
V2B,11/21/21,1:20 PM,11/21/21 13:20,16816,6,,
V2C,11/21/21,1:20 PM,11/21/21 13:20,18106,6,,
V2D,11/21/21,1:20 PM,11/21/21 13:20,18789,6,,
V3A,11/21/21,1:20 PM,11/21/21 13:20,10262,6,,
V3B,11/21/21,1:20 PM,11/21/21 13:20,10079,6,,
V3C,11/21/21,1:20 PM,11/21/21 13:20,10004,6,,
V4A,11/21/21,1:20 PM,11/21/21 13:20,12654,6,,
V4B,11/21/21,1:20 PM,11/21/21 13:20,13920,6,,
V4C,11/21/21,1:20 PM,11/21/21 13:20,15274,6,,
V4D,11/21/21,1:20 PM,11/21/21 13:20,13988,6,,
V5A,11/21/21,1:20 PM,11/21/21 13:20,5991,6,,
V5B,11/21/21,1:20 PM,11/21/21 13:20,5893,6,,
V5C,11/21/21,1:20 PM,11/21/21 13:20,5962,6,,
V5D,11/21/21,1:20 PM,11/21/21 13:20,6086,6,,
CO2 FREE,11/21/21,1:20 PM,11/21/21 13:20,83,6,,
2008,11/21/21,1:20 PM,11/21/21 13:20,1801,6,,
2%,11/21/21,1:20 PM,11/21/21 13:20,16072,6,,
CO2 FREE,11/23/21,2:15 PM,11/23/21 14:15,52,7,,22
2008,11/23/21,2:15 PM,11/23/21 14:15,1968,7,,
2%,11/23/21,2:15 PM,11/23/21 14:15,16333,7,,
P1A,11/23/21,2:15 PM,11/23/21 14:15,567,7,,
P1B,11/23/21,2:15 PM,11/23/21 14:15,566,7,,
P1C,11/23/21,2:15 PM,11/23/21 14:15,550,7,,
P1D,11/23/21,2:15 PM,11/23/21 14:15,535,7,,
P2A,11/23/21,2:15 PM,11/23/21 14:15,941,7,,
P2B,11/23/21,2:15 PM,11/23/21 14:15,1029,7,,
P2C,11/23/21,2:15 PM,11/23/21 14:15,860,7,,
P2D,11/23/21,2:15 PM,11/23/21 14:15,751,7,,
P3A,11/23/21,2:15 PM,11/23/21 14:15,669,7,,
P3B,11/23/21,2:15 PM,11/23/21 14:15,680,7,,
P3C,11/23/21,2:15 PM,11/23/21 14:15,627,7,,
P4A,11/23/21,2:15 PM,11/23/21 14:15,1280,7,,
P4B,11/23/21,2:15 PM,11/23/21 14:15,1234,7,,
P4C,11/23/21,2:15 PM,11/23/21 14:15,1103,7,,
P4D,11/23/21,2:15 PM,11/23/21 14:15,953,7,,
P5A,11/23/21,2:15 PM,11/23/21 14:15,660,7,,
P5B,11/23/21,2:15 PM,11/23/21 14:15,663,7,,
P5C,11/23/21,2:15 PM,11/23/21 14:15,673,7,,
P5D,11/23/21,2:15 PM,11/23/21 14:15,692,7,,
V1A,11/23/21,3:00 PM,11/23/21 15:00,530,7,,
V1B,11/23/21,3:00 PM,11/23/21 15:00,570,7,,
V1C,11/23/21,3:00 PM,11/23/21 15:00,575,7,,
V1D,11/23/21,3:00 PM,11/23/21 15:00,585,7,,
V2A,11/23/21,3:00 PM,11/23/21 15:00,2141,7,,
V2B,11/23/21,3:00 PM,11/23/21 15:00,2062,7,,
V2C,11/23/21,3:00 PM,11/23/21 15:00,2158,7,,
V2D,11/23/21,3:00 PM,11/23/21 15:00,2212,7,,
V3A,11/23/21,3:00 PM,11/23/21 15:00,1133,7,,
V3B,11/23/21,3:00 PM,11/23/21 15:00,1223,7,,
V3C,11/23/21,3:00 PM,11/23/21 15:00,1274,7,,
V4A,11/23/21,3:00 PM,11/23/21 15:00,1202,7,,
V4B,11/23/21,3:00 PM,11/23/21 15:00,1829,7,,
V4C,11/23/21,3:00 PM,11/23/21 15:00,2297,7,,
V4D,11/23/21,3:00 PM,11/23/21 15:00,2290,7,,
V5A,11/23/21,3:00 PM,11/23/21 15:00,795,7,,
V5B,11/23/21,3:00 PM,11/23/21 15:00,757,7,,
V5C,11/23/21,3:00 PM,11/23/21 15:00,790,7,,
V5D,11/23/21,3:00 PM,11/23/21 15:00,820,7,,
CO2 FREE,11/23/21,3:00 PM,11/23/21 15:00,17,7,,
2008,11/23/21,3:00 PM,11/23/21 15:00,1815,7,,
2%,11/23/21,3:00 PM,11/23/21 15:00,16416,7,,
CO2 FREE,11/26/21,5:00 PM,11/26/21 17:00,173,8,,25
2008,11/26/21,5:00 PM,11/26/21 17:00,1839,8,,
2%,11/26/21,5:00 PM,11/26/21 17:00,16805,8,,
P1A,11/26/21,5:00 PM,11/26/21 17:00,551,8,,
P1B,11/26/21,5:00 PM,11/26/21 17:00,538,8,,
P1C,11/26/21,5:00 PM,11/26/21 17:00,570,8,,
P1D,11/26/21,5:00 PM,11/26/21 17:00,557,8,,
P2A,11/26/21,5:00 PM,11/26/21 17:00,766,8,,
P2B,11/26/21,5:00 PM,11/26/21 17:00,854,8,,
P2C,11/26/21,5:00 PM,11/26/21 17:00,867,8,,
P2D,11/26/21,5:00 PM,11/26/21 17:00,847,8,,
P3A,11/26/21,5:00 PM,11/26/21 17:00,631,8,,
P3B,11/26/21,5:00 PM,11/26/21 17:00,641,8,,
P3C,11/26/21,5:00 PM,11/26/21 17:00,656,8,,
P4A,11/26/21,5:00 PM,11/26/21 17:00,969,8,,
P4B,11/26/21,5:00 PM,11/26/21 17:00,974,8,,
P4C,11/26/21,5:00 PM,11/26/21 17:00,1031,8,,
P4D,11/26/21,5:00 PM,11/26/21 17:00,898,8,,
P5A,11/26/21,5:00 PM,11/26/21 17:00,748,8,,
P5B,11/26/21,5:00 PM,11/26/21 17:00,690,8,,
P5C,11/26/21,5:00 PM,11/26/21 17:00,646,8,,
P5D,11/26/21,5:00 PM,11/26/21 17:00,636,8,,
V1A,11/26/21,5:50 PM,11/26/21 17:50,723,8,,
V1B,11/26/21,5:50 PM,11/26/21 17:50,720,8,,
V1C,11/26/21,5:50 PM,11/26/21 17:50,724,8,,
V1D,11/26/21,5:50 PM,11/26/21 17:50,736,8,,
V2A,11/26/21,5:50 PM,11/26/21 17:50,2014,8,,
V2B,11/26/21,5:50 PM,11/26/21 17:50,2197,8,,
V2C,11/26/21,5:50 PM,11/26/21 17:50,2456,8,,
V2D,11/26/21,5:50 PM,11/26/21 17:50,2622,8,,
V3A,11/26/21,5:50 PM,11/26/21 17:50,1286,8,,
V3B,11/26/21,5:50 PM,11/26/21 17:50,1233,8,,
V3C,11/26/21,5:50 PM,11/26/21 17:50,1242,8,,
V4A,11/26/21,5:50 PM,11/26/21 17:50,1930,8,,
V4B,11/26/21,5:50 PM,11/26/21 17:50,1890,8,,
V4C,11/26/21,5:50 PM,11/26/21 17:50,2031,8,,
V4D,11/26/21,5:50 PM,11/26/21 17:50,1902,8,,
V5A,11/26/21,5:50 PM,11/26/21 17:50,893,8,,
V5B,11/26/21,5:50 PM,11/26/21 17:50,762,8,,
V5C,11/26/21,5:50 PM,11/26/21 17:50,760,8,,
V5D,11/26/21,5:50 PM,11/26/21 17:50,744,8,,
CO2 FREE,11/26/21,5:50 PM,11/26/21 17:50,59,8,,
2008,11/26/21,5:50 PM,11/26/21 17:50,1941,8,,
2%,11/26/21,5:50 PM,11/26/21 17:50,16805,8,,
CO2 FREE,11/27/21,11:30 AM,11/27/21 11:30,148,8,,26
2008,11/27/21,11:30 AM,11/27/21 11:30,1910,8,,
2%,11/27/21,11:30 AM,11/27/21 11:30,16780,8,,
P1A,11/27/21,11:30 AM,11/27/21 11:30,1946,8,,
P1B,11/27/21,11:30 AM,11/27/21 11:30,1910,8,,
P1C,11/27/21,11:30 AM,11/27/21 11:30,1961,8,,
P1D,11/27/21,11:30 AM,11/27/21 11:30,2001,8,,
P2A,11/27/21,11:30 AM,11/27/21 11:30,9799,8,,
P2B,11/27/21,11:30 AM,11/27/21 11:30,10441,8,,
P2C,11/27/21,11:30 AM,11/27/21 11:30,10774,8,,
P2D,11/27/21,11:30 AM,11/27/21 11:30,10052,8,,
P3A,11/27/21,11:30 AM,11/27/21 11:30,4405,8,,
P3B,11/27/21,11:30 AM,11/27/21 11:30,4472,8,,
P3C,11/27/21,11:30 AM,11/27/21 11:30,4345,8,,
P4A,11/27/21,11:30 AM,11/27/21 11:30,10088,8,,
P4B,11/27/21,11:30 AM,11/27/21 11:30,12197,8,,
P4C,11/27/21,11:30 AM,11/27/21 11:30,11428,8,,
P4D,11/27/21,11:30 AM,11/27/21 11:30,9225,8,,
P5A,11/27/21,11:30 AM,11/27/21 11:30,4138,8,,
P5B,11/27/21,11:30 AM,11/27/21 11:30,4006,8,,
P5C,11/27/21,11:30 AM,11/27/21 11:30,4106,8,,
P5D,11/27/21,11:30 AM,11/27/21 11:30,3977,8,,
V1A,11/27/21,12:00 PM,11/27/21 12:00,1832,8,,
V1B,11/27/21,12:00 PM,11/27/21 12:00,1872,8,,
V1C,11/27/21,12:00 PM,11/27/21 12:00,1804,8,,
V1D,11/27/21,12:00 PM,11/27/21 12:00,1750,8,,
V2A,11/27/21,12:00 PM,11/27/21 12:00,11645,8,,
V2B,11/27/21,12:00 PM,11/27/21 12:00,12366,8,,
V2C,11/27/21,12:00 PM,11/27/21 12:00,12186,8,,
V2D,11/27/21,12:00 PM,11/27/21 12:00,13058,8,,
V3A,11/27/21,12:00 PM,11/27/21 12:00,7622,8,,
V3B,11/27/21,12:00 PM,11/27/21 12:00,7595,8,,
V3C,11/27/21,12:00 PM,11/27/21 12:00,7611,8,,
V4A,11/27/21,12:00 PM,11/27/21 12:00,9236,8,,
V4B,11/27/21,12:00 PM,11/27/21 12:00,9905,8,,
V4C,11/27/21,12:00 PM,11/27/21 12:00,10755,8,,
V4D,11/27/21,12:00 PM,11/27/21 12:00,10061,8,,
V5A,11/27/21,12:00 PM,11/27/21 12:00,4030,8,,
V5B,11/27/21,12:00 PM,11/27/21 12:00,3563,8,,
V5C,11/27/21,12:00 PM,11/27/21 12:00,3665,8,,
V5D,11/27/21,12:00 PM,11/27/21 12:00,3561,8,,
CO2 FREE,11/27/21,12:00 PM,11/27/21 12:00,195,8,,
2008,11/27/21,12:00 PM,11/27/21 12:00,1905,8,,
2%,11/27/21,12:00 PM,11/27/21 12:00,16826,8,,
CO2 FREE,11/29/21,12:00 PM,11/29/21 12:00,73,9,,28
2008,11/29/21,12:00 PM,11/29/21 12:00,1860,9,,
2%,11/29/21,12:00 PM,11/29/21 12:00,16597,9,,
P1A,11/29/21,12:00 PM,11/29/21 12:00,527,9,,
P1B,11/29/21,12:00 PM,11/29/21 12:00,544,9,,
P1C,11/29/21,12:00 PM,11/29/21 12:00,545,9,,
P1D,11/29/21,12:00 PM,11/29/21 12:00,570,9,,
P2A,11/29/21,12:00 PM,11/29/21 12:00,752,9,,
P2B,11/29/21,12:00 PM,11/29/21 12:00,880,9,,
P2C,11/29/21,12:00 PM,11/29/21 12:00,836,9,,
P2D,11/29/21,12:00 PM,11/29/21 12:00,860,9,,
P3A,11/29/21,12:00 PM,11/29/21 12:00,630,9,,
P3B,11/29/21,12:00 PM,11/29/21 12:00,657,9,,
P3C,11/29/21,12:00 PM,11/29/21 12:00,645,9,,
P4A,11/29/21,12:00 PM,11/29/21 12:00,532,9,,
P4B,11/29/21,12:00 PM,11/29/21 12:00,578,9,,
P4C,11/29/21,12:00 PM,11/29/21 12:00,1413,9,,
P4D,11/29/21,12:00 PM,11/29/21 12:00,1151,9,,
P5A,11/29/21,12:00 PM,11/29/21 12:00,665,9,,
P5B,11/29/21,12:00 PM,11/29/21 12:00,660,9,,
P5C,11/29/21,12:00 PM,11/29/21 12:00,649,9,,
P5D,11/29/21,12:00 PM,11/29/21 12:00,662,9,,
V1A,11/29/21,12:45 PM,11/29/21 12:45,625,9,,
V1B,11/29/21,12:45 PM,11/29/21 12:45,667,9,,
V1C,11/29/21,12:45 PM,11/29/21 12:45,619,9,,
V1D,11/29/21,12:45 PM,11/29/21 12:45,625,9,,
V2A,11/29/21,12:45 PM,11/29/21 12:45,1383,9,,
V2B,11/29/21,12:45 PM,11/29/21 12:45,1443,9,,
V2C,11/29/21,12:45 PM,11/29/21 12:45,1701,9,,
V2D,11/29/21,12:45 PM,11/29/21 12:45,1694,9,,
V3A,11/29/21,12:45 PM,11/29/21 12:45,1161,9,,
V3B,11/29/21,12:45 PM,11/29/21 12:45,1112,9,,
V3C,11/29/21,12:45 PM,11/29/21 12:45,1156,9,,
V4A,11/29/21,12:45 PM,11/29/21 12:45,1700,9,,
V4B,11/29/21,12:45 PM,11/29/21 12:45,1753,9,,
V4C,11/29/21,12:45 PM,11/29/21 12:45,2040,9,,
V4D,11/29/21,12:45 PM,11/29/21 12:45,2017,9,,
V5A,11/29/21,12:45 PM,11/29/21 12:45,808,9,,
V5B,11/29/21,12:45 PM,11/29/21 12:45,754,9,,
V5C,11/29/21,12:45 PM,11/29/21 12:45,770,9,,
V5D,11/29/21,12:45 PM,11/29/21 12:45,775,9,,
CO2 FREE,11/29/21,12:45 PM,11/29/21 12:45,206,9,,
2008,11/29/21,12:45 PM,11/29/21 12:45,1626,9,,
2%,11/29/21,12:45 PM,11/29/21 12:45,16612,9,,
CO2 FREE,11/30/21,10:30 AM,11/30/21 10:30,210,9,,29
2008,11/30/21,10:30 AM,11/30/21 10:30,1688,9,,
2%,11/30/21,10:30 AM,11/30/21 10:30,16409,9,,
P1A,11/30/21,10:30 AM,11/30/21 10:30,2122,9,,
P1B,11/30/21,10:30 AM,11/30/21 10:30,2226,9,,
P1C,11/30/21,10:30 AM,11/30/21 10:30,2246,9,,
P1D,11/30/21,10:30 AM,11/30/21 10:30,2225,9,,
P2A,11/30/21,10:30 AM,11/30/21 10:30,11118,9,,
P2B,11/30/21,10:30 AM,11/30/21 10:30,12053,9,,
P2C,11/30/21,10:30 AM,11/30/21 10:30,13108,9,,
P2D,11/30/21,10:30 AM,11/30/21 10:30,11626,9,,
P3A,11/30/21,10:30 AM,11/30/21 10:30,4906,9,,
P3B,11/30/21,10:30 AM,11/30/21 10:30,4959,9,,
P3C,11/30/21,10:30 AM,11/30/21 10:30,4785,9,,
P4A,11/30/21,10:30 AM,11/30/21 10:30,11727,9,,
P4B,11/30/21,10:30 AM,11/30/21 10:30,14621,9,,
P4C,11/30/21,10:30 AM,11/30/21 10:30,14956,9,,
P4D,11/30/21,10:30 AM,11/30/21 10:30,11710,9,,
P5A,11/30/21,10:30 AM,11/30/21 10:30,4597,9,,
P5B,11/30/21,10:30 AM,11/30/21 10:30,4506,9,,
P5C,11/30/21,10:30 AM,11/30/21 10:30,4511,9,,
P5D,11/30/21,10:30 AM,11/30/21 10:30,4343,9,,
V1A,11/30/21,11:20 AM,11/30/21 11:20,1931,9,,
V1B,11/30/21,11:20 AM,11/30/21 11:20,1979,9,,
V1C,11/30/21,11:20 AM,11/30/21 11:20,1894,9,,
V1D,11/30/21,11:20 AM,11/30/21 11:20,1867,9,,
V2A,11/30/21,11:20 AM,11/30/21 11:20,11577,9,,
V2B,11/30/21,11:20 AM,11/30/21 11:20,12156,9,,
V2C,11/30/21,11:20 AM,11/30/21 11:20,14442,9,,
V2D,11/30/21,11:20 AM,11/30/21 11:20,14112,9,,
V3A,11/30/21,11:20 AM,11/30/21 11:20,8924,9,,
V3B,11/30/21,11:20 AM,11/30/21 11:20,8287,9,,
V3C,11/30/21,11:20 AM,11/30/21 11:20,8100,9,,
